,taxID,Virus,exact_match,loose_match,drugs_exact,drugs_loose,Host_parsed,Human_host
93,37296,Human herpesvirus 8 (Kaposis sarcoma-associated herpesvirus),0,0,NA,NA,human|vertebrates,1
97,1891767,Macaca mulatta polyomavirus 1,0,0,NA,NA,human|vertebrates,1
98,388812,Human immunodeficiency virus 1 ISOLATE 92BR025,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
100,290579,Human immunodeficiency virus 1 ISOLATE LAI,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
101,11689,Human immunodeficiency virus 1 (HIV1) ISOLATE ELI,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
102,31767,Hepatitis E virus STRAIN BURMA,0,0,NA,NA,human|vertebrates,1
103,31768,Hepatitis E virus STRAIN MEXICO,0,0,NA,NA,human|vertebrates,1
105,10600,Human papillomavirus TYPE 6b (HPV 6b),0,1,NA,DB04330,human|vertebrates,1
106,10580,Human papillomavirus TYPE 11 (HPV 11),1,1,DB04330,DB04330,human|vertebrates,1
107,11113,Hepatitis C virus ISOLATE HC-J6,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
108,11108,Hepatitis C virus ISOLATE H,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
109,420174,Hepatitis C virus ISOLATE HC-J4,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
110,333284,Hepatitis C virus ISOLATE CON1,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
111,10529,Human adenovirus 31,0,0,NA,NA,human|vertebrates,1
112,10527,Human adenovirus 9,0,1,NA,DB03721;DB03721,human|vertebrates,1
113,10579,Human papillomavirus TYPE 8 (HPV 8),0,0,NA,NA,human|vertebrates,1
116,10515,Human adenovirus 2,1,1,DB02643;DB04272,DB02643;DB04272,human|vertebrates,1
118,11698,Human immunodeficiency virus 1 (HIV1) ISOLATE NEW YORK-5,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
120,11733,Simian immunodeficiency virus (SIV) ISOLATE MM142-83,1,1,DB02325;DB03740;DB04473;DB04191;DB07722,DB02325;DB03740;DB04473;DB04191;DB07722,human|vertebrates,1
123,10593,Human papillomavirus TYPE 45 (HPV 45),0,0,NA,NA,human|vertebrates,1
124,11103,Hepatitis C virus,1,1,DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183,DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183,human|vertebrates,1
128,435895,Human herpesvirus 8 (Kaposis sarcoma-associated herpesvirus) TYPE M,0,0,NA,NA,human|vertebrates,1
133,31645,Hepatitis C virus ISOLATE TAIWAN,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
134,12081,strain Mahoney (pol1m),1,1,DB03203;DB03963;DB04137;DB08012;DB08013;DB08014;DB08231,DB03203;DB03963;DB04137;DB08012;DB08013;DB08014;DB08231,human|vertebrates,1
141,928306,Moloney murine leukemia virus ISOLATE SHINNICK,1,1,DB07499;DB08331,DB07499;DB08331,human|vertebrates,1
146,868565,Human herpesvirus 8 (Kaposis sarcoma-associated herpesvirus) STRAIN GK18,0,0,NA,NA,human|vertebrates,1
155,10884,Reovirus TYPE 1 / STRAIN LANG,0,1,NA,DB03958,human|vertebrates,1
163,11104,Hepatitis C virus ISOLATE 1,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
164,211044,Influenza A virus STRAIN A / PUERTO RICO / 8 / 1934 (H1N1),1,1,DB13997,DB13997,human|vertebrates,1
173,387139,Influenza A virus STRAIN A / AICHI / 2 / 1968 (H3N2),1,1,DB07726,DB07726,human|vertebrates,1
175,36436,Simian rotavirus A STRAIN SA11-4F,0,0,NA,NA,human|vertebrates,1
176,421877,Hepatitis C virus ISOLATE HC-J1,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
183,12082,Human poliovirus 1 STRAIN SABIN,0,1,NA,DB08231;DB08231;DB03203;DB03963;DB04137;DB08012;DB08013;DB08014;DB08231;DB08231;DB03203;DB08012;DB08013;DB08014;DB08231;DB08726,human|vertebrates,1
184,126794,Vaccinia virus STRAIN ANKARA,0,1,NA,DB01752;DB01960;DB01978;DB03164;DB03358;DB03493;DB04103;DB04314;DB02264;DB03959;DB04786,human|vertebrates,1
186,176674,Influenza A virus STRAIN A / Duck / Hong Kong / 2986.1 / 2000 (H5N1),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
187,10304,Human herpesvirus 1 STRAIN F,0,1,NA,DB00194;DB00249;DB00577;DB00299;DB00426;DB00529;DB00577;DB00787;DB01004;DB13896;DB00299;DB00787;DB01004;DB01643;DB02324;DB02495;DB02500;DB02765;DB02921;DB03000;DB03280;DB03312;DB03804;DB04139;DB04485;DB03419;DB13421,human|vertebrates,1
188,11105,Hepatitis C virus ISOLATE BK,0,1,NA,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747;DB05060;DB07199;DB07200;DB08934;DB05521;DB08873;DB09297;DB11575;DB12026;DB06290;DB07582;DB13879;DB09027;DB09102;DB09296;DB11574;DB11613;DB13878;DB09183;DB06913;DB07085;DB07185;DB07273;DB07275;DB07547;DB07770;DB08556,human|vertebrates,1
189,10298,Human herpesvirus 1,1,1,DB13421,DB13421,human|vertebrates,1
190,73475,Chicken anemia virus GERMAN ISOLATE CUXHAVEN-1,0,0,NA,NA,human|vertebrates,1
193,31531,Vaccinia virus STRAIN L-IPV,0,1,NA,DB01752;DB01960;DB01978;DB03164;DB03358;DB03493;DB04103;DB04314;DB02264;DB03959;DB04786,human|vertebrates,1
196,45659,Human adenovirus 3,0,0,NA,NA,human|vertebrates,1
198,648242,Adeno-associated virus 2 ISOLATE SRIVASTAVA / 1982,0,0,NA,NA,human|vertebrates,1
199,10245,Vaccinia virus,0,1,NA,DB01752;DB01960;DB01978;DB03164;DB03358;DB03493;DB04103;DB04314;DB02264;DB03959;DB04786,human|vertebrates,1
200,265874,Ectromelia virus Moscow,0,0,NA,NA,human|vertebrates,1
203,11116,Hepatitis C virus ISOLATE JAPANESE,1,1,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747,DB01720;DB04005;DB02331;DB03605;DB04005;DB04137;DB04298;DB06974;DB07062;DB07169;DB07199;DB07200;DB07238;DB07414;DB07570;DB08031;DB08278;DB08279;DB08390;DB08481;DB08578;DB08579;DB08580;DB08581;DB08582;DB08701;DB08706;DB08710;DB11586;DB03388;DB03647;DB05868;DB06058;DB07582;DB11779;DB07238;DB08644;DB08701;DB08747,human|vertebrates,1
205,11235,Measles virus STRAIN EDMONSTON,1,1,DB03309,DB03309,human|vertebrates,1
206,11696,Human immunodeficiency virus 1 (HIV1) ISOLATE MN,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
219,11706,Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
221,381517,Influenza A virus STRAIN A / UDORN / 307 / 1972 (H3N2),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
223,10376,Human herpesvirus 4 (Epstein-Barr virus),0,1,NA,DB00194;DB00632;DB00632;DB03976,human|vertebrates,1
229,11686,Human immunodeficiency virus 1 (HIV1) ISOLATE BRU,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
233,11926,Human T-cell lymphotrophic virus TYPE 1 / STRAIN ATK,0,0,NA,NA,human|vertebrates,1
234,11622,Lassa virus STRAIN JOSIAH,0,0,NA,NA,human|vertebrates,1
238,381518,Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
239,382835,Influenza A virus STRAIN A / WSN / 1933 (H1N1),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
242,2169991,Junin virus,0,0,NA,NA,human|vertebrates,1
243,45219,Guanarito virus,0,0,NA,NA,human|vertebrates,1
244,11628,Machupo virus,0,0,NA,NA,human|vertebrates,1
246,645098,Measles virus STRAIN ICHINOSE-B95a,0,1,NA,DB03309,human|vertebrates,1
247,928302,Hepatitis B virus GENOTYPE C / SUBTYPE AYR / ISOLATE HUMAN / JAPAN / OKAMOTO,0,1,NA,DB05020;DB05276;DB09299;DB14126;DB00300;DB00718;DB13868;DB00709;DB01265,human|vertebrates,1
251,489488,Hepatitis B virus STRAIN AYW / AUSTRALIA / AUSTKW / 1991,0,1,NA,DB05020;DB05276;DB09299;DB14126;DB00300;DB00718;DB13868;DB00709;DB01265,human|vertebrates,1
252,381513,Influenza A virus STRAIN A / PANAMA / 2007 / 1999 (H3N2),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
253,381512,Influenza A virus STRAIN A / NEW CALEDONIA / 20 / 1999 (H1N1),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
257,480116,Hepatitis B virus SUBTYPE ADW2 / STAIN RUTTER / 1979,0,1,NA,DB05020;DB05276;DB09299;DB14126;DB00300;DB00718;DB13868;DB00709;DB01265,human|vertebrates,1
267,490133,Hepatitis B virus GENOTYPE D SUBTYPE AYW ISOLATE FRANCE / TIOLLAIS / 1979,0,1,NA,DB05020;DB05276;DB09299;DB14126;DB00300;DB00718;DB13868;DB00709;DB01265,human|vertebrates,1
268,392809,Influenza A virus STRAIN A / VICTORIA / 3 / 1975 (H3N2),0,1,NA,DB07726;DB00478;DB00915;DB00558;DB06614;DB00811;DB06408;DB00198;DB07726;DB13997;DB12466;DB02529;DB02600;DB03257;DB03321;DB03420;DB03503;DB03721;DB03991;DB04227;DB06614;DB02268;DB02829;DB04565;DB08570;DB08571,human|vertebrates,1
